run_id,stage,vpn,client_role,client_type,wifi_band,host,repeat,mtu,delay_ms,loss_pct,cpu_stress,cpu_workers,cpu_sample_interval_sec,ping_interval_sec,duration_sec,ping_count,udp_bandwidth,iface,client_conf,measure_handshake,measure_reconnect,capture,start_vpn,stop_vpn,tcp_throughput_mbps,udp_throughput_mbps,udp_loss_pct_actual,udp_jitter_ms,rtt_min_ms,rtt_avg_ms,rtt_max_ms,rtt_mdev_ms,cpu_avg_percent,cpu_max_percent,throughput_per_cpu,reconnect_ms,handshake_ms,folder
cpu_stress_ipsec_vm_5GHz_20260420T132759112741Z_r1_22caca7d,cpu_stress,ipsec,vm,VM,5GHz,ubuntu,1,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,42.05974365434365,45.27736666514515,20.06914273497033,0.37828829824372634,13.579,14.605,18.242,1.15,99.20769230769231,100.0,0.42395647631733535,,,C:\vpn-thesis\results\cpu_stress_ipsec_vm_5GHz_20260420T132759112741Z_r1_22caca7d
cpu_stress_ipsec_vm_5GHz_20260420T133700405743Z_r2_27a463fe,cpu_stress,ipsec,vm,VM,5GHz,ubuntu,2,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,25.499778144945026,12.590611403547822,0.0493275494363602,0.16202358082036278,13.668,14.888,19.604,1.301,99.27785714285714,100.0,0.2568526243294292,,,C:\vpn-thesis\results\cpu_stress_ipsec_vm_5GHz_20260420T133700405743Z_r2_27a463fe
cpu_stress_ipsec_vm_5GHz_20260420T134625822006Z_r3_01ca7515,cpu_stress,ipsec,vm,VM,5GHz,ubuntu,3,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,25.303048456313938,9.24357793149144,0.0414732892268194,0.15914929096247457,13.398,14.26,20.762,1.178,99.24242424242425,100.0,0.2549620149796519,,,C:\vpn-thesis\results\cpu_stress_ipsec_vm_5GHz_20260420T134625822006Z_r3_01ca7515
cpu_stress_ipsec_vm_5GHz_20260421T125842838680Z_r1_8bd8b9be,cpu_stress,ipsec,vm,WSL,5GHz,Aregae,1,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,84.8107539479261,49.999239834815654,0.04712862461137152,0.16872421498705614,14.095,17.088,31.505,3.437,73.62061068702289,79.3,1.1519974251296954,,,C:\vpn-thesis\results\cpu_stress_ipsec_wsl_5GHz_20260421T125842838680Z_r1_8bd8b9be
cpu_stress_ipsec_vm_5GHz_20260421T130746100523Z_r2_64d351e1,cpu_stress,ipsec,vm,WSL,5GHz,Aregae,2,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,53.01717201836114,49.972559394493715,0.22224009240509104,0.12038179867587949,14.264,19.643,47.547,6.787,99.23664122137404,100.0,0.5342499641850238,,,C:\vpn-thesis\results\cpu_stress_ipsec_wsl_5GHz_20260421T130746100523Z_r2_64d351e1
cpu_stress_ipsec_vm_5GHz_20260421T131654100590Z_r3_db5c82a7,cpu_stress,ipsec,vm,WSL,5GHz,Aregae,3,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,52.359962855908,49.9966125113481,0.29447763102610475,0.1244539416614667,13.179,18.424,29.318,4.466,99.23664122137404,100.0,0.5276273180095344,,,C:\vpn-thesis\results\cpu_stress_ipsec_wsl_5GHz_20260421T131654100590Z_r3_db5c82a7
cpu_stress_openvpn_pi_5GHz_20260420T094839543754Z_r1_1b5d0723,cpu_stress,openvpn,pi,RaspberryPi,5GHz,ubuntu,1,1500,,,True,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,53.985137961038745,49.99930983463315,0.09784436630484636,0.22928328060046463,12.903,13.244,14.044,0.177,99.23511450381679,100.0,0.5440124519528051,,,C:\vpn-thesis\results\cpu_stress_openvpn_pi_5GHz_20260420T094839543754Z_r1_1b5d0723
cpu_stress_openvpn_pi_5GHz_20260420T095737908697Z_r2_45d78518,cpu_stress,openvpn,pi,RaspberryPi,5GHz,ubuntu,2,1500,,,True,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,22.629002749926354,49.99929316823348,38.233025871001715,0.2263575100573213,12.979,13.365,21.101,1.111,99.23664122137404,100.0,0.22803072001848865,,,C:\vpn-thesis\results\cpu_stress_openvpn_pi_5GHz_20260420T095737908697Z_r2_45d78518
cpu_stress_openvpn_pi_5GHz_20260420T100650826133Z_r3_416add68,cpu_stress,openvpn,pi,RaspberryPi,5GHz,ubuntu,3,1500,,,True,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,13.999826135262525,49.999305668032186,60.383223768027314,0.3929709400090129,12.91,13.502,18.491,0.967,99.24242424242425,100.0,0.14106695037058423,,,C:\vpn-thesis\results\cpu_stress_openvpn_pi_5GHz_20260420T100650826133Z_r3_416add68
cpu_stress_openvpn_vm_5GHz_20260420T132330074761Z_r1_f19f0289,cpu_stress,openvpn,vm,VM,5GHz,ubuntu,1,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,45.41914445992119,49.998336535514966,31.822181453736263,0.12430751950002851,13.802,14.82,24.382,1.566,99.23076923076923,100.0,0.4577123085108337,,,C:\vpn-thesis\results\cpu_stress_openvpn_vm_5GHz_20260420T132330074761Z_r1_f19f0289
cpu_stress_openvpn_vm_5GHz_20260420T133230612935Z_r2_583d8375,cpu_stress,openvpn,vm,VM,5GHz,ubuntu,2,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,25.02426387231965,49.949582012509474,72.10978191071895,0.611500756734743,13.482,14.4,17.428,0.76,99.23664122137404,100.0,0.25216758209799034,,,C:\vpn-thesis\results\cpu_stress_openvpn_vm_5GHz_20260420T133230612935Z_r2_583d8375
cpu_stress_openvpn_vm_5GHz_20260420T134143489076Z_r3_24d0db6e,cpu_stress,openvpn,vm,VM,5GHz,ubuntu,3,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,9.25533260267834,49.999323036729436,80.16450028198106,1.583234628883372,13.811,15.468,27.963,2.735,99.29577464788733,100.0,0.09320973259434924,,,C:\vpn-thesis\results\cpu_stress_openvpn_vm_5GHz_20260420T134143489076Z_r3_24d0db6e
cpu_stress_openvpn_vm_5GHz_20260421T125412900798Z_r1_97ad9075,cpu_stress,openvpn,vm,WSL,5GHz,Aregae,1,1500,,,True,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,84.84710969489933,49.999321501119525,0.12706178124309908,0.11035587309547289,13.415,15.867,25.55,2.3,49.66870229007634,55.0,1.7082610533968297,,,C:\vpn-thesis\results\cpu_stress_openvpn_wsl_5GHz_20260421T125412900798Z_r1_97ad9075
cpu_stress_openvpn_vm_5GHz_20260421T130313508999Z_r2_649a89c9,cpu_stress,openvpn,vm,WSL,5GHz,Aregae,2,1500,,,True,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,55.191632495555446,49.992003082127376,0.03126040597753328,0.7087893644841002,13.836,19.661,45.379,6.65,99.22923076923077,100.0,0.5562033693872934,,,C:\vpn-thesis\results\cpu_stress_openvpn_wsl_5GHz_20260421T130313508999Z_r2_649a89c9
cpu_stress_openvpn_vm_5GHz_20260421T131220200876Z_r3_b6d6c612,cpu_stress,openvpn,vm,WSL,5GHz,Aregae,3,1500,,,True,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,52.12066807112088,49.9937420622076,0.743058670037102,0.45824276374970857,14.204,19.972,36.946,6.02,99.23664122137404,100.0,0.5252159628705259,,,C:\vpn-thesis\results\cpu_stress_openvpn_wsl_5GHz_20260421T131220200876Z_r3_b6d6c612
cpu_stress_wireguard_pi_5GHz_20260420T094627522869Z_r1_adad7dc9,cpu_stress,wireguard,pi,RaspberryPi,5GHz,ubuntu,1,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.835510264273,49.99939883440541,0.0,0.06199755399323367,12.74,13.183,16.521,0.637,55.760305343511455,60.5,1.6111014764148293,,,C:\vpn-thesis\results\cpu_stress_wireguard_pi_5GHz_20260420T094627522869Z_r1_adad7dc9
cpu_stress_wireguard_pi_5GHz_20260420T095523281792Z_r2_fe5b97d2,cpu_stress,wireguard,pi,RaspberryPi,5GHz,ubuntu,2,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.89707208012723,49.999388001224,0.0,0.08406239691617895,12.828,13.636,30.03,2.594,99.23664122137404,100.0,0.9058858801920513,,,C:\vpn-thesis\results\cpu_stress_wireguard_pi_5GHz_20260420T095523281792Z_r2_fe5b97d2
cpu_stress_wireguard_pi_5GHz_20260420T100424154941Z_r3_9bb8b556,cpu_stress,wireguard,pi,RaspberryPi,5GHz,ubuntu,3,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,77.07989261040335,49.999393834474944,0.0,0.0816371845508525,12.855,13.831,36.521,3.351,99.29078014184397,100.0,0.7763046327190624,,,C:\vpn-thesis\results\cpu_stress_wireguard_pi_5GHz_20260420T100424154941Z_r3_9bb8b556
cpu_stress_wireguard_vm_5GHz_20260420T132115355007Z_r1_b67fcc0f,cpu_stress,wireguard,vm,VM,5GHz,ubuntu,1,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,76.58186437525471,49.9437697846244,2.1069928793134927,0.21048164947556858,13.739,14.861,29.415,2.148,97.19541984732825,100.0,0.7879163904590081,,,C:\vpn-thesis\results\cpu_stress_wireguard_vm_5GHz_20260420T132115355007Z_r1_b67fcc0f
cpu_stress_wireguard_vm_5GHz_20260420T133015159064Z_r2_d3b818e6,cpu_stress,wireguard,vm,VM,5GHz,ubuntu,2,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,78.85531976433955,17.53603111321731,0.0,0.25288811042812137,13.833,23.599,62.163,15.777,99.17099236641221,100.0,0.7951450104783535,,,C:\vpn-thesis\results\cpu_stress_wireguard_vm_5GHz_20260420T133015159064Z_r2_d3b818e6
cpu_stress_wireguard_vm_5GHz_20260420T133927472063Z_r3_757f05a3,cpu_stress,wireguard,vm,VM,5GHz,ubuntu,3,1500,,,True,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,88.85780887021521,49.9586280773625,1.857858500651272,0.17096106824756446,13.595,15.794,28.375,2.878,99.23076923076923,100.0,0.8954662909401533,,,C:\vpn-thesis\results\cpu_stress_wireguard_vm_5GHz_20260420T133927472063Z_r3_757f05a3
cpu_stress_wireguard_vm_5GHz_20260421T125159050651Z_r1_46ecec74,cpu_stress,wireguard,vm,WSL,5GHz,Aregae,1,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,87.9589915067544,49.99938216797441,0.10178024222968043,0.11858863817574963,12.816,16.452,27.522,2.949,26.52137404580153,30.7,3.3165322186871675,,,C:\vpn-thesis\results\cpu_stress_wireguard_wsl_5GHz_20260421T125159050651Z_r1_46ecec74
cpu_stress_wireguard_vm_5GHz_20260421T130058023093Z_r2_c14473b7,cpu_stress,wireguard,vm,WSL,5GHz,Aregae,2,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,70.8213968060236,49.99921476809317,0.0882828260718885,0.2514953494247833,14.526,24.468,43.983,7.99,99.22748091603053,100.0,0.7137276503668871,,,C:\vpn-thesis\results\cpu_stress_wireguard_wsl_5GHz_20260421T130058023093Z_r2_c14473b7
cpu_stress_wireguard_vm_5GHz_20260421T131003389082Z_r3_91ac1af8,cpu_stress,wireguard,vm,WSL,5GHz,Aregae,3,1500,,,True,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,38.74481520678501,46.423659596697846,0.5147024155652297,0.1268912530287223,13.038,25.354,41.046,7.967,99.23664122137404,100.0,0.39042852246837206,,,C:\vpn-thesis\results\cpu_stress_wireguard_wsl_5GHz_20260421T131003389082Z_r3_91ac1af8
latency_ipsec_pi_5GHz_20260420T083218708803Z_r1_1e8576c5,latency,ipsec,pi,RaspberryPi,5GHz,ubuntu,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,75.97375996583698,49.999434167638015,0.17609235715329533,0.06214423880433136,62.517,62.675,62.848,0.082,10.48380281690141,26.9,7.246774981627493,,,C:\vpn-thesis\results\latency_ipsec_pi_5GHz_20260420T083218708803Z_r1_1e8576c5
latency_ipsec_pi_5GHz_20260420T084123475928Z_r2_c8f3757b,latency,ipsec,pi,RaspberryPi,5GHz,ubuntu,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,75.9884501026722,49.99943666760555,0.018997515709484145,0.07502785625404215,62.442,62.71,63.678,0.195,13.002112676056338,26.5,5.844315612077914,,,C:\vpn-thesis\results\latency_ipsec_pi_5GHz_20260420T084123475928Z_r2_c8f3757b
latency_ipsec_pi_5GHz_20260420T085038497481Z_r3_8e9875d5,latency,ipsec,pi,RaspberryPi,5GHz,ubuntu,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,75.84114674138604,49.99943166767072,0.061741926055823466,0.08874283440935266,62.448,62.769,67.046,0.622,12.925352112676057,26.9,5.867627131566317,,,C:\vpn-thesis\results\latency_ipsec_pi_5GHz_20260420T085038497481Z_r3_8e9875d5
latency_ipsec_vm_5GHz_20260420T115629674772Z_r1_85389478,latency,ipsec,vm,VM,5GHz,ubuntu,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,62.34727239109363,49.9994433341869,4.896975010960105,0.25872775371942475,63.59,77.943,126.863,16.451,12.363970588235293,33.0,5.042657772934127,,,C:\vpn-thesis\results\latency_ipsec_vm_5GHz_20260420T115629674772Z_r1_85389478
latency_ipsec_vm_5GHz_20260420T120536610327Z_r2_41303d14,latency,ipsec,vm,VM,5GHz,ubuntu,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,76.87808330765337,49.9987173492382,2.8229680804036255,0.24043175508917064,63.594,65.501,75.827,1.905,16.949612403100776,34.7,4.535683853961713,,,C:\vpn-thesis\results\latency_ipsec_vm_5GHz_20260420T120536610327Z_r2_41303d14
latency_ipsec_vm_5GHz_20260420T145917441340Z_r3_181a8431,latency,ipsec,vm,VM,5GHz,ubuntu,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,31.3144482119353,33.159198411289566,8.20987315358849,0.08875280232596362,65.263,117.817,294.023,68.099,99.24242424242425,100.0,0.31553489801339385,,,C:\vpn-thesis\results\latency_ipsec_vm_5GHz_20260420T121439071843Z_r3_6f19e0d3
latency_ipsec_vm_5GHz_20260421T111442434393Z_r1_8568cced,latency,ipsec,vm,WSL,5GHz,Aregae,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,23.549578507899703,49.997171976478455,0.1464995378505851,0.24603062751630156,63.12,65.663,70.54,1.511,0.49015151515151517,2.4,48.045507929563534,,,C:\vpn-thesis\results\latency_ipsec_wsl_5GHz_20260421T111442434393Z_r1_8568cced
latency_ipsec_vm_5GHz_20260421T112346739709Z_r2_091b4ddf,latency,ipsec,vm,WSL,5GHz,Aregae,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,35.695535497631575,49.9992456680496,0.23454710853101174,0.18018047838949552,64.256,67.544,115.699,7.196,4.824242424242424,12.4,7.399200197373379,,,C:\vpn-thesis\results\latency_ipsec_wsl_5GHz_20260421T112346739709Z_r2_091b4ddf
latency_ipsec_vm_5GHz_20260421T113249227078Z_r3_5f715d96,latency,ipsec,vm,WSL,5GHz,Aregae,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,35.89282319513614,49.9996035007864,0.0756244497133943,0.21730771990408165,64.315,66.245,72.851,1.676,2.7371212121212123,33.3,13.11334808125649,,,C:\vpn-thesis\results\latency_ipsec_wsl_5GHz_20260421T113249227078Z_r3_5f715d96
latency_openvpn_pi_5GHz_20260420T082750791467Z_r1_58fbe10e,latency,openvpn,pi,RaspberryPi,5GHz,ubuntu,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,61.639845897356366,49.9993148345552,0.026159778491226283,0.10503533991124495,62.717,62.948,63.276,0.132,22.162121212121214,28.4,2.7813152589222123,,,C:\vpn-thesis\results\latency_openvpn_pi_5GHz_20260420T082750791467Z_r1_58fbe10e
latency_openvpn_pi_5GHz_20260420T083656795264Z_r2_bf314a85,latency,openvpn,pi,RaspberryPi,5GHz,ubuntu,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,62.1473003113647,49.99931983447828,0.0,0.13875635191193558,62.652,63.34,73.303,1.905,22.698484848484846,27.8,2.7379492827915834,,,C:\vpn-thesis\results\latency_openvpn_pi_5GHz_20260420T083656795264Z_r2_bf314a85
latency_openvpn_pi_5GHz_20260420T084611569686Z_r3_68554d17,latency,openvpn,pi,RaspberryPi,5GHz,ubuntu,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,/home/pi-client/pi-client.ovpn,False,False,True,True,True,55.43143796976066,49.99931983447828,0.027858465406240977,0.2248883905068811,62.778,63.065,66.072,0.448,21.07651515151515,27.8,2.6300096373273454,,,C:\vpn-thesis\results\latency_openvpn_pi_5GHz_20260420T084611569686Z_r3_68554d17
latency_openvpn_vm_5GHz_20260420T115158020606Z_r1_1326e733,latency,openvpn,vm,VM,5GHz,ubuntu,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,67.33908225397848,49.99899650817846,10.992542764443085,0.4084953089356461,64.199,78.188,135.874,21.694,16.65419847328244,48.3,4.043369746193877,,,C:\vpn-thesis\results\latency_openvpn_vm_5GHz_20260420T115158020606Z_r1_1326e733
latency_openvpn_vm_5GHz_20260420T120106867887Z_r2_92b1d7ee,latency,openvpn,vm,VM,5GHz,ubuntu,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,54.78978230871409,49.9983548678537,6.655795070410573,0.20898006808403094,64.017,77.344,156.663,17.728,18.97769230769231,43.4,2.88706242152034,,,C:\vpn-thesis\results\latency_openvpn_vm_5GHz_20260420T120106867887Z_r2_92b1d7ee
latency_openvpn_vm_5GHz_20260420T121008795094Z_r3_7660bc62,latency,openvpn,vm,VM,5GHz,ubuntu,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,/home/clientvm/vm-client.ovpn,False,False,True,True,True,65.62961602176351,49.99931720350502,5.16025357912117,0.2260613762976375,64.385,70.286,163.133,14.207,17.490909090909092,45.7,3.7522129742172483,,,C:\vpn-thesis\results\latency_openvpn_vm_5GHz_20260420T121008795094Z_r3_7660bc62
latency_openvpn_vm_5GHz_20260421T111011326801Z_r1_3b47e861,latency,openvpn,vm,WSL,5GHz,Aregae,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,46.26806073391355,49.99927983512174,0.08493434575073468,0.18417876232755817,64.393,67.519,107.483,5.982,2.881818181818182,6.6,16.055163030695553,,,C:\vpn-thesis\results\latency_openvpn_wsl_5GHz_20260421T111011326801Z_r1_3b47e861
latency_openvpn_vm_5GHz_20260421T111916016344Z_r2_63783394,latency,openvpn,vm,WSL,5GHz,Aregae,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,30.40525740810445,49.999299834792005,0.0771203859416671,0.24627846196487,65.089,68.253,87.802,3.09,1.6931297709923665,50.0,17.958019479087838,,,C:\vpn-thesis\results\latency_openvpn_wsl_5GHz_20260421T111916016344Z_r2_63783394
latency_openvpn_vm_5GHz_20260421T112817605003Z_r3_feb31d04,latency,openvpn,vm,WSL,5GHz,Aregae,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,/home/clientvm/vm-client.ovpn,False,False,True,True,True,45.29843336652654,49.998927473244834,0.12094691925094447,0.22721880739691375,65.371,68.464,74.894,2.124,5.6053030303030305,11.9,8.081353161753619,,,C:\vpn-thesis\results\latency_openvpn_wsl_5GHz_20260421T112817605003Z_r3_feb31d04
latency_wireguard_pi_5GHz_20260420T082527613659Z_r1_4a2ec550,latency,wireguard,pi,RaspberryPi,5GHz,ubuntu,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,76.1189460346291,49.999585400704824,0.0,0.0890420543566405,62.608,62.863,64.138,0.202,6.630985915492958,26.7,11.47928030683659,,,C:\vpn-thesis\results\latency_wireguard_pi_5GHz_20260420T082527613659Z_r1_4a2ec550
latency_wireguard_pi_5GHz_20260420T083443617577Z_r2_2cccaa25,latency,wireguard,pi,RaspberryPi,5GHz,ubuntu,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,89.18788652731631,49.999403001014905,0.002188822413541515,0.0989135051350646,62.659,63.292,70.475,1.481,18.478787878787877,33.7,4.826500910792782,,,C:\vpn-thesis\results\latency_wireguard_pi_5GHz_20260420T083443617577Z_r2_2cccaa25
latency_wireguard_pi_5GHz_20260420T084348339021Z_r3_5b608571,latency,wireguard,pi,RaspberryPi,5GHz,ubuntu,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,76.14222728642831,49.999403834336874,0.00036480373559025247,0.246078479646721,62.534,62.956,65.637,0.498,20.802816901408452,37.0,3.660188312346926,,,C:\vpn-thesis\results\latency_wireguard_pi_5GHz_20260420T084348339021Z_r3_5b608571
latency_wireguard_vm_5GHz_20260420T114940559438Z_r1_9bcd033b,latency,wireguard,vm,VM,5GHz,ubuntu,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,80.5065562392441,49.99984686724347,0.5180156353169927,0.2377020490354545,64.082,83.429,132.643,19.497,30.84044117647059,50.3,2.6104216790733132,,,C:\vpn-thesis\results\latency_wireguard_vm_5GHz_20260420T114940559438Z_r1_9bcd033b
latency_wireguard_vm_5GHz_20260420T115849625238Z_r2_4fc5d68c,latency,wireguard,vm,VM,5GHz,ubuntu,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,74.83443112173873,49.99937373704916,0.0313730068108609,0.24093519782817874,64.459,69.849,89.215,5.842,27.93161764705882,49.2,2.679201472229044,,,C:\vpn-thesis\results\latency_wireguard_vm_5GHz_20260420T115849625238Z_r2_4fc5d68c
latency_wireguard_vm_5GHz_20260420T120751719841Z_r3_cd7bb814,latency,wireguard,vm,VM,5GHz,ubuntu,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,75.17514310179737,49.998439699380974,0.00437764482708303,0.16997417781999657,64.009,78.869,105.957,12.726,29.838970588235295,51.1,2.51936114483242,,,C:\vpn-thesis\results\latency_wireguard_vm_5GHz_20260420T120751719841Z_r3_cd7bb814
latency_wireguard_vm_5GHz_20260421T110755958044Z_r1_304df2d2,latency,wireguard,vm,WSL,5GHz,Aregae,1,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,69.0014001711784,49.999328835469875,0.0036480373559025243,0.15395644631590935,64.878,67.304,73.695,1.813,7.124242424242424,16.1,9.68543685941679,,,C:\vpn-thesis\results\latency_wireguard_wsl_5GHz_20260421T110755958044Z_r1_304df2d2
latency_wireguard_vm_5GHz_20260421T111700366021Z_r2_532f6a5b,latency,wireguard,vm,WSL,5GHz,Aregae,2,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,72.0165626325278,49.99953540125441,0.0,0.15622335133355092,63.575,67.0,117.081,7.321,8.786363636363635,18.3,8.196401334276315,,,C:\vpn-thesis\results\latency_wireguard_wsl_5GHz_20260421T111700366021Z_r2_532f6a5b
latency_wireguard_vm_5GHz_20260421T112601927696Z_r3_dfee6529,latency,wireguard,vm,WSL,5GHz,Aregae,3,1500,50.0,,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,76.35699618419206,49.999235503860696,0.005472056033853786,0.16163843907640071,64.842,69.383,94.685,5.936,3.2234848484848486,9.1,23.68771679509601,,,C:\vpn-thesis\results\latency_wireguard_wsl_5GHz_20260421T112601927696Z_r3_dfee6529
loss_ipsec_pi_5GHz_20260420T085941210679Z_r1_9581190e,loss,ipsec,pi,RaspberryPi,5GHz,ubuntu,1,1500,,1.0,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,5.18661431561645,49.999437500928124,1.0236738272687418,0.079931087897263,12.757,24.937,41.674,6.581,0.6587786259541984,3.8,7.873076191723696,,,C:\vpn-thesis\results\loss_ipsec_pi_5GHz_20260420T085941210679Z_r1_9581190e
loss_ipsec_pi_5GHz_20260420T090833687897Z_r2_cfab23fc,loss,ipsec,pi,RaspberryPi,5GHz,ubuntu,2,1500,,1.0,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,9.111433748648844,49.99943833425072,1.0792050270349263,0.0841250536054733,12.477,12.746,18.209,0.793,10.990076335877863,100.0,0.8290600965985959,,,C:\vpn-thesis\results\loss_ipsec_pi_5GHz_20260420T090833687897Z_r2_cfab23fc
loss_ipsec_pi_5GHz_20260420T091736400904Z_r3_5d0b765d,loss,ipsec,pi,RaspberryPi,5GHz,ubuntu,3,1500,,1.0,False,2,1.0,0.2,60,50,50M,eth0,,False,False,True,True,True,9.028829329554945,49.99943666760555,1.1950168054946662,0.07789010779619453,12.469,12.753,14.965,0.352,10.264122137404579,23.2,0.8796494438284232,,,C:\vpn-thesis\results\loss_ipsec_pi_5GHz_20260420T091736400904Z_r3_5d0b765d
loss_ipsec_vm_5GHz_20260420T123406428502Z_r1_ced0c990,loss,ipsec,vm,VM,5GHz,ubuntu,1,1500,,1.0,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,9.485233980963896,49.9992583372147,1.3550343416630133,0.12929924384570646,13.423,13.894,15.88,0.479,14.39090909090909,34.3,0.6591129108692537,,,C:\vpn-thesis\results\loss_ipsec_vm_5GHz_20260420T123406428502Z_r1_ced0c990
loss_ipsec_vm_5GHz_20260420T124305056592Z_r2_6a98b15f,loss,ipsec,vm,VM,5GHz,ubuntu,2,1500,,1.0,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,8.6217079877262,49.95473610857032,4.65483350018634,0.10282299602003137,13.237,14.368,26.751,2.287,8.788095238095238,28.2,0.9810667447426183,,,C:\vpn-thesis\results\loss_ipsec_vm_5GHz_20260420T124305056592Z_r2_6a98b15f
loss_ipsec_vm_5GHz_20260420T125201652032Z_r3_106f2598,loss,ipsec,vm,VM,5GHz,ubuntu,3,1500,,1.0,False,2,1.0,0.2,60,50,50M,enp0s3,,False,False,True,True,True,9.679886309601914,49.90585461539818,1.4136861207047942,0.10973739532917233,13.436,14.273,27.98,2.172,12.941803278688525,100.0,0.7479549875048663,,,C:\vpn-thesis\results\loss_ipsec_vm_5GHz_20260420T125201652032Z_r3_106f2598
